id,tweet_date,screen_name,follower
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,rafopehipd
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,MPiergies_2323
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,claudiacerazy
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kelseyxox78
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,MLGDROPSHOTT
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,rcstp99
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,JessicaMucha1
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,jacksoncade1
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,GeeLoSwank
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Dancefestopia
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,_belllo_
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,LiLBuDRoLLEr
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,patty_nicos
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,xaviaaa
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,blachaha_
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kikikilovely
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,moodyjay
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,CasablancaRecs
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,dj_funk
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,DM_RECORDS
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,DeanCohen
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,IAmLerumo
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,DashBerlinUSA
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,solarczyk123
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kayla_oxox_
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,briannamaz32
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,xoxoo_leexxii
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,NightlifePost
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,DianaBuhhhdz
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,bronzybrent
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,gamino_15
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,NickHayesBrand
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,RexonOfficial
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,DestinyFaz
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,AbiiLouisee12
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,IamMalD
